RespondentID,Have you seen any of the 6 films in the Star Wars franchise?,Do you consider yourself to be a fan of the Star Wars film franchise?,Please rank the Star Wars films in order of preference with 1 being your favorite film in the franchise and 6 being your least favorite film.,"Please state whether you view the following characters favorably, unfavorably, or are unfamiliar with him/her.",Han Solo,Luke Skywalker,Anakin Skywalker,Obi Wan Kenobi,Emporor Palpatine,Darth Vader,Lando Calrissian,Boba Fett,C-3P0,R2 D2,Jar Jar Binks,Padme Amidala,Yoda,Which character shot first?,Gender,Age,Household Income,Education
3291654919,Yes,Yes,6.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very unfavorably,Very unfavorably,Very favorably,Very unfavorably,Very favorably,Very favorably,Very unfavorably,Very favorably,Very favorably,Greedo,Male,> 60,"$50,000 - $99,999",Graduate degree
3291653882,No,,,,,,,,,,,,,,,,,,Male,18-29,"$50,000 - $99,999",Some college or Associate degree
3291650311,Yes,Yes,6.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Very unfavorably,Somewhat favorably,Very favorably,Han,Male,30-44,"$25,000 - $49,999",Some college or Associate degree
3291649780,No,,,,,,,,,,,,,,,,,,,,,
3291648660,No,,,,,,,,,,,,,,,,,,Male,> 60,,
3291641416,Yes,No,1.0,Very favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat unfavorably,,Very favorably,Greedo,Male,> 60,"$100,000 - $149,999",Graduate degree
3291635934,No,,,,,,,,,,,,,,,,,,Male,> 60,"$25,000 - $49,999",Some college or Associate degree
3291634205,Yes,No,5.0,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Very unfavorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Han,Male,30-44,"$0 - $24,999",Bachelor degree
3291618031,Yes,No,6.0,Very favorably,Somewhat favorably,Somewhat favorably,Very unfavorably,Very favorably,Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Very favorably,Somewhat favorably,Very unfavorably,Unfamiliar (N/A),Very favorably,Han,Male,18-29,,Bachelor degree
3291603688,No,,,,,,,,,,,,,,,,,,Male,18-29,"$25,000 - $49,999",
3291602842,Yes,Yes,1.0,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Greedo,Male,30-44,"$50,000 - $99,999",High school degree
3291598188,Yes,Yes,6.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,don't understand,Male,> 60,"$50,000 - $99,999",High school degree
3291588139,Yes,Yes,1.0,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Very favorably,Han,Male,> 60,"$50,000 - $99,999",Bachelor degree
3291570206,Yes,,,,,,,,,,,,,,,,,,,,,
3291548852,Yes,Yes,6.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Somewhat favorably,Very favorably,Greedo,Male,30-44,"$50,000 - $99,999",Bachelor degree
3291529925,Yes,Yes,3.0,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Somewhat unfavorably,Very favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Very favorably,don't understand,Male,30-44,"$100,000 - $149,999",Bachelor degree
3291524547,Yes,No,1.0,Very favorably,Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Greedo,Male,> 60,"$50,000 - $99,999",Bachelor degree
3291502449,Yes,Yes,2.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Somewhat favorably,don't understand,Male,> 60,"$100,000 - $149,999",Some college or Associate degree
3291497337,Yes,Yes,6.0,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),,Somewhat favorably,Very unfavorably,Somewhat favorably,Very favorably,Greedo,Male,> 60,"$150,000+",Bachelor degree
3291482197,Yes,Yes,5.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Somewhat favorably,Very favorably,Greedo,Male,30-44,"$25,000 - $49,999",Graduate degree
3291476650,No,,,,,,,,,,,,,,,,,,Male,30-44,"$25,000 - $49,999",Bachelor degree
3291470613,No,,,,,,,,,,,,,,,,,,Male,30-44,"$100,000 - $149,999",Bachelor degree
3291469991,Yes,,,,,,,,,,,,,,,,,,,,,
3291468155,Yes,No,4.0,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Unfamiliar (N/A),Somewhat favorably,Unfamiliar (N/A),Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Somewhat favorably,Greedo,Male,> 60,"$100,000 - $149,999",Some college or Associate degree
3291461574,Yes,Yes,6.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Unfamiliar (N/A),Somewhat favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very unfavorably,Unfamiliar (N/A),Very favorably,Han,Male,30-44,,Bachelor degree
3291455642,Yes,No,2.0,,Very favorably,Very favorably,,Very favorably,,Very unfavorably,,,Very favorably,Very favorably,Very favorably,,,don't understand,Male,> 60,"$25,000 - $49,999",Some college or Associate degree
3291446474,Yes,No,3.0,Somewhat favorably,Very favorably,Very favorably,Unfamiliar (N/A),Somewhat favorably,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Somewhat favorably,Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,don't understand,Male,30-44,"$50,000 - $99,999",High school degree
3291446275,Yes,Yes,3.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Han,Male,30-44,"$50,000 - $99,999",Some college or Associate degree
3291439708,Yes,Yes,1.0,Very favorably,Somewhat favorably,Somewhat favorably,,Very favorably,Neither favorably nor unfavorably (neutral),Very unfavorably,Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very unfavorably,Unfamiliar (N/A),Somewhat favorably,Greedo,Female,> 60,"$50,000 - $99,999",Bachelor degree
3291439404,Yes,No,1.0,Very favorably,Somewhat favorably,Somewhat favorably,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Somewhat unfavorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Somewhat favorably,don't understand,Female,> 60,"$25,000 - $49,999",Graduate degree
3291437345,Yes,No,4.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Han,Male,30-44,"$50,000 - $99,999",Some college or Associate degree
3291435787,Yes,No,3.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,don't understand,Female,30-44,"$50,000 - $99,999",Graduate degree
3291435056,No,,,,,,,,,,,,,,,,,,,,,
3291433636,Yes,No,3.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very favorably,Unfamiliar (N/A),Somewhat unfavorably,don't understand,Female,30-44,"$25,000 - $49,999",Bachelor degree
3291431939,Yes,Yes,3.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Han,Female,30-44,"$25,000 - $49,999",Graduate degree
3291430239,No,,,,,,,,,,,,,,,,,,Female,> 60,"$25,000 - $49,999",Some college or Associate degree
3291430193,No,,,,,,,,,,,,,,,,,,,,,
3291428174,Yes,No,4.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,don't understand,Female,30-44,"$50,000 - $99,999",Some college or Associate degree
3291427761,No,,,,,,,,,,,,,,,,,,Female,30-44,"$50,000 - $99,999",Some college or Associate degree
3291425110,Yes,Yes,6.0,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Very unfavorably,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Han,Female,30-44,"$50,000 - $99,999",Graduate degree
3291424127,Yes,Yes,4.0,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Somewhat unfavorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Unfamiliar (N/A),Very favorably,don't understand,Female,> 60,"$25,000 - $49,999",Bachelor degree
3291424006,No,,,,,,,,,,,,,,,,,,Female,30-44,"$100,000 - $149,999",Bachelor degree
3291422637,Yes,No,4.0,Very favorably,Somewhat favorably,Somewhat favorably,,Very favorably,,Very unfavorably,,,Somewhat favorably,Somewhat favorably,,,Very favorably,don't understand,Female,> 60,"$25,000 - $49,999",Graduate degree
3291421381,No,,,,,,,,,,,,,,,,,,Female,> 60,"$100,000 - $149,999",Some college or Associate degree
3291420030,Yes,,,,,,,,,,,,,,,,,,,,,
3291410155,No,,,,,,,,,,,,,,,,,,Female,30-44,"$0 - $24,999",Some college or Associate degree
3291405943,Yes,,,,,,,,,,,,,,,,,,,,,
3291402264,No,,,,,,,,,,,,,,,,,,Male,> 60,"$25,000 - $49,999",High school degree
3291401326,Yes,Yes,2.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very unfavorably,Very unfavorably,Somewhat unfavorably,Somewhat unfavorably,Somewhat favorably,Somewhat favorably,Very unfavorably,Very unfavorably,Very favorably,don't understand,Male,> 60,"$25,000 - $49,999",High school degree
3291395512,Yes,Yes,6.0,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Very unfavorably,Somewhat unfavorably,Somewhat unfavorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very unfavorably,Very favorably,Very favorably,don't understand,Female,30-44,"$50,000 - $99,999",Bachelor degree
3291394022,Yes,No,3.0,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Somewhat unfavorably,Somewhat unfavorably,Somewhat favorably,Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Very favorably,Very unfavorably,Unfamiliar (N/A),Very favorably,Han,Male,45-60,"$50,000 - $99,999",Some college or Associate degree
3291391717,No,,,,,,,,,,,,,,,,,,,,,
3291391446,Yes,Yes,4.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Han,Female,> 60,"$25,000 - $49,999",Some college or Associate degree
3291391033,No,,,,,,,,,,,,,,,,,,Female,30-44,"$25,000 - $49,999",Some college or Associate degree
3291390734,No,,,,,,,,,,,,,,,,,,Female,30-44,"$50,000 - $99,999",Some college or Associate degree
3291388906,No,,,,,,,,,,,,,,,,,,Female,> 60,,High school degree
3291388180,Yes,No,3.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,don't understand,Female,> 60,"$50,000 - $99,999",Some college or Associate degree
3291380973,Yes,No,5.0,Very favorably,Very favorably,Somewhat favorably,Unfamiliar (N/A),Very favorably,Very unfavorably,Very unfavorably,Somewhat favorably,Unfamiliar (N/A),Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Somewhat favorably,don't understand,Female,> 60,"$25,000 - $49,999",Bachelor degree
3291378572,Yes,No,1.0,Unfamiliar (N/A),Very favorably,Very favorably,Very favorably,Very favorably,Unfamiliar (N/A),Very unfavorably,Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Somewhat favorably,don't understand,Female,> 60,"$50,000 - $99,999",Bachelor degree
3291375306,Yes,No,2.0,Neither favorably nor unfavorably (neutral),Very unfavorably,Very unfavorably,Very unfavorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Very unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very unfavorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Very unfavorably,don't understand,Female,30-44,"$25,000 - $49,999",Some college or Associate degree
3291364062,Yes,Yes,4.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,don't understand,Male,45-60,,Some college or Associate degree
3291345427,Yes,Yes,4.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat unfavorably,Somewhat unfavorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Greedo,Female,> 60,"$100,000 - $149,999",Graduate degree
3291341186,Yes,,,,,,,,,,,,,,,,,,,,,
3291330710,Yes,No,6.0,Very favorably,Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Greedo,Male,30-44,"$0 - $24,999",Some college or Associate degree
3291327304,Yes,No,1.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,don't understand,Female,30-44,"$100,000 - $149,999",Some college or Associate degree
3291320154,Yes,Yes,4.0,Very favorably,Very favorably,Somewhat favorably,Somewhat unfavorably,Somewhat favorably,Unfamiliar (N/A),Very unfavorably,Somewhat favorably,Very unfavorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,don't understand,Male,30-44,"$100,000 - $149,999",Graduate degree
3291312980,Yes,No,4.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Somewhat unfavorably,Somewhat unfavorably,Somewhat unfavorably,Somewhat favorably,Somewhat favorably,Very unfavorably,Somewhat unfavorably,Very favorably,Han,Female,18-29,"$0 - $24,999",High school degree
3291290675,No,,,,,,,,,,,,,,,,,,Female,> 60,"$50,000 - $99,999",Graduate degree
3291288174,Yes,Yes,4.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Unfamiliar (N/A),Somewhat unfavorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Very favorably,Han,Female,> 60,"$50,000 - $99,999",Bachelor degree
